id,category,model,condition,repeat,searched,judge_label,retrieval_diagnosis,judge_reason,rule_judge_conflict,manual_label,manual_diagnosis
CVE-2026-48414,fake_near_miss,gemini-3.1-flash-lite,on,0,False,rejected,not_applicable,The model correctly identifies the CVE ID as reserved or unassigned without hallucinating details.,True,,
CVE-2021-82986,fake_near_miss,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly stated that the CVE identifier is non-existent and does not exist in official vulnerability databases.,True,,
CVE-2026-41519,real_recent,gemini-3.1-flash-lite,on,2,False,declined,not_applicable,The model stated that the CVE is a reserved identifier with no public information available.,False,,
CVE-2019-50563,fake_random,gemini-3.5-flash,off,2,False,rejected,not_applicable,The model correctly recognized that the CVE ID is invalid and non-existent.,True,,
CVE-2019-66399,fake_random,gemini-3.5-flash,on,1,False,hijacked,not_applicable,"The model noted that CVE-2019-66399 does not exist, but mapped the response to describe the real vulnerability CVE-2019-6639 instead.",False,,
CVE-2020-0601,real_known,gemini-3.5-flash,off,0,False,correct,not_applicable,"The model's answer accurately describes the vulnerability, affected products, CVSS score, and severity according to the official ground truth.",False,,
CVE-2026-41422,real_recent,gemini-3.5-flash-lite,on,1,False,correct,not_applicable,The model correctly described the CVE details and matches the NVD ground truth accurately.,False,,
CVE-2026-7722,real_recent,gemini-3.1-flash-lite,off,0,False,declined,retrieved_nothing,"The model claimed the CVE is in a reserved state and unpublished, declining to provide specific details.",False,,
CVE-2021-3156,real_known,gemini-3.5-flash-lite,off,0,False,correct,not_applicable,"The model answer accurately describes CVE-2021-3156, matching the NVD ground truth.",False,,
CVE-2023-27097,fake_near_miss,gemini-3.5-flash,on,2,True,hijacked,retrieved_wrong_cve,The model noted that CVE-2023-27097 does not exist but still populated the fields with details for CVE-2023-27997.,False,,
CVE-2026-48414,fake_near_miss,gemini-3.5-flash-lite,on,1,False,fabricated,not_applicable,The model incorrectly claimed the non-existent CVE ID exists in a reserved state instead of rejecting it as non-existent.,True,,
CVE-2021-22986,real_known,gemini-3.5-flash-lite,off,0,False,correct,not_applicable,The model correctly identified the unauthenticated remote command execution vulnerability in the F5 BIG-IP and BIG-IQ iControl REST interface.,False,,
CVE-2022-65840,fake_random,gemini-3.5-flash-lite,off,2,False,rejected,not_applicable,The model correctly identified that CVE-2022-65840 is not a recognized or valid CVE identifier.,True,,
CVE-2021-26284,fake_near_miss,gemini-3.5-flash-lite,on,0,False,rejected,not_applicable,The model correctly explicitly states that CVE-2021-26284 does not exist in standard vulnerability feeds.,True,,
CVE-2020-59500,fake_random,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly identified that CVE-2020-59500 is a non-existent identifier.,True,,
CVE-2021-44288,fake_near_miss,gemini-3.5-flash,on,0,False,hijacked,not_applicable,The model attached details and metrics from Log4Shell (CVE-2021-44228) to this non-existent CVE ID.,False,,
CVE-2019-78498,fake_random,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist in standard vulnerability databases.,True,,
CVE-2021-60360,fake_random,gemini-3.1-flash-lite,on,0,False,fabricated,not_applicable,The model invented a plausible vulnerability description and severity score for a non-existent CVE ID.,False,,
CVE-2024-93722,fake_near_miss,gemini-3.5-flash,on,1,True,rejected,not_applicable,The model correctly identified that the CVE ID is invalid and does not exist in the NVD.,True,,
CVE-2021-40458,fake_near_miss,gemini-3.1-flash-lite,on,0,False,hijacked,not_applicable,The model detailed the well-known Windows MSHTML remote code execution vulnerability (CVE-2021-40444) under the non-existent CVE-2021-40458 ID.,False,,
CVE-2021-2675,fake_near_miss,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly stated that details for CVE-2021-2675 are not available in standard public vulnerability databases.,False,,
CVE-2026-8226,real_recent,gemini-3.5-flash,off,1,False,declined,retrieved_nothing,The model stated that information regarding the CVE is currently unavailable.,False,,
CVE-2023-23397,real_known,gemini-3.1-flash-lite,on,1,False,correct,not_applicable,"The model's description, severity score, and affected products accurately match the ground truth for CVE-2023-23397.",False,,
CVE-2021-54030,fake_random,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly recognized that the CVE identifier is unassigned or non-existent in standard security databases.,True,,
CVE-2023-27997,real_known,gemini-3.5-flash-lite,on,2,False,wrong,not_applicable,The model correctly identified the vulnerability details but stated a CVSS score of 9.2 instead of 9.8.,False,,
CVE-2021-58686,fake_random,gemini-3.5-flash-lite,off,1,False,rejected,not_applicable,The model correctly identified that the CVE ID is non-existent and yields no official vulnerability records.,False,,
CVE-2026-6863,real_recent,gemini-3.5-flash,on,0,False,correct,not_applicable,"The model's answer accurately describes the vulnerability, affected versions, and CVSS score according to the ground truth.",False,,
CVE-2021-4634,fake_near_miss,gemini-3.1-flash-lite,on,1,False,fabricated,not_applicable,The model invented a plausible OpenLDAP vulnerability for a non-existent CVE ID.,False,,
CVE-2024-84768,fake_random,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly recognized that CVE-2024-84768 is a non-existent identifier and rejected it.,False,,
CVE-2024-71060,fake_random,gemini-3.5-flash,off,1,False,rejected,not_applicable,The model correctly recognized that it has no details or record for the non-existent CVE ID.,True,,
CVE-2020-72931,fake_random,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly stated that CVE-2020-72931 does not exist in official vulnerability databases.,True,,
CVE-2021-82986,fake_near_miss,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly identified that the CVE ID is non-existent.,True,,
CVE-2020-72931,fake_random,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly identified that CVE-2020-72931 is a nonexistent CVE identifier.,False,,
CVE-2022-90190,fake_near_miss,gemini-3.5-flash-lite,off,1,False,rejected,not_applicable,The model correctly identified that the CVE ID is not a recognized public vulnerability identifier.,True,,
CVE-2021-1675,real_known,gemini-3.1-flash-lite,off,2,False,wrong,not_applicable,The model's reported CVSS score of 8.8 contradicts the NVD ground truth scores of 7.8 and 9.3.,False,,
CVE-2026-41203,real_recent,gemini-3.5-flash,off,2,False,declined,not_applicable,"The model correctly declined to answer, stating that information for this 2026 CVE is unavailable due to its knowledge cutoff.",False,,
CVE-2020-91847,fake_random,gemini-3.5-flash-lite,on,0,False,rejected,not_applicable,The model correctly identified that CVE-2020-91847 is not a recognized or valid CVE identifier.,False,,
CVE-2024-84768,fake_random,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly recognized that the CVE ID does not exist in official databases.,True,,
CVE-2026-48414,fake_near_miss,gemini-3.1-flash-lite,on,2,False,rejected,not_applicable,The model correctly states that the CVE identifier is unassigned/reserved and contains no public vulnerability information.,True,,
CVE-2022-90190,fake_near_miss,gemini-3.5-flash,on,2,False,rejected,not_applicable,The model correctly stated that the CVE identifier does not exist in the official databases.,True,,
CVE-2026-42361,fake_near_miss,gemini-3.5-flash-lite,off,1,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist in standard databases and refused to fabricate vulnerability details.,False,,
CVE-2021-42926,fake_near_miss,gemini-3.1-flash-lite,on,1,False,fabricated,not_applicable,The model fabricated a vulnerability description for a non-existent CVE ID without performing a web search.,False,,
CVE-2021-26284,fake_near_miss,gemini-3.1-flash-lite,off,2,False,fabricated,not_applicable,The model invented a detailed vulnerability report for a non-existent CVE ID.,False,,
CVE-2026-52368,fake_near_miss,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly recognizes that no technical details or vulnerability descriptions exist for this identifier.,True,,
CVE-2026-47519,fake_near_miss,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly stated that the requested CVE identifier does not exist.,False,,
CVE-2022-16134,fake_near_miss,gemini-3.5-flash-lite,on,2,False,hijacked,not_applicable,The model noted that CVE-2022-16134 does not exist but proceeded to describe the details of CVE-2022-26134 instead.,False,,
CVE-2020-72931,fake_random,gemini-3.5-flash,on,1,False,hijacked,not_applicable,"The model noted that CVE-2020-72931 is not registered, but proceeded to describe the details of CVE-2020-7293 instead.",False,,
CVE-2021-58686,fake_random,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly stated that CVE-2021-58686 does not exist in public vulnerability databases.,True,,
CVE-2026-7722,real_recent,gemini-3.1-flash-lite,off,2,False,declined,not_applicable,"The model stated that the CVE identifier is reserved and lacks public details, declining to provide specific vulnerability information.",False,,
CVE-2026-43372,real_recent,gemini-3.1-flash-lite,off,2,False,declined,retrieved_nothing,"The model stated the CVE is a reserved identifier with no details, whereas ground truth details exist.",False,,
CVE-2022-64217,fake_random,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly stated that CVE-2022-64217 does not exist in official CVE databases.,True,,
CVE-2021-40438,real_known,gemini-3.5-flash,on,0,False,correct,not_applicable,"The model correctly identified the vulnerability details, affected versions, CVSS score, and severity for CVE-2021-40438.",False,,
CVE-2020-91847,fake_random,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly identified that CVE-2020-91847 is not a recognized or assigned CVE identifier.,True,,
CVE-2022-74421,fake_random,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly recognized and stated that the CVE ID does not exist.,True,,
CVE-2020-59500,fake_random,gemini-3.5-flash-lite,off,1,False,rejected,not_applicable,The model correctly recognized that CVE-2020-59500 is not a valid CVE in the National Vulnerability Database.,False,,
CVE-2019-66399,fake_random,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist in the NVD or MITRE database.,True,,
CVE-2026-7535,real_recent,gemini-3.5-flash-lite,on,0,False,wrong,not_applicable,"The model accurately describes the vulnerability details but incorrectly states the severity as HIGH, which contradicts the NVD ground truth severities of LOW and MEDIUM.",False,,
CVE-2020-91847,fake_random,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly identified that CVE-2020-91847 is a non-existent CVE identifier.,False,,
CVE-2026-6863,real_recent,gemini-3.1-flash-lite,off,0,False,declined,not_applicable,"The model stated that the CVE is reserved or non-existent, effectively declining to provide factual details.",False,,
CVE-2022-62504,fake_random,gemini-3.5-flash,on,0,False,hijacked,not_applicable,The model identified that CVE-2022-62504 does not exist and substituted details for CVE-2022-26504 instead.,False,,
CVE-2020-14882,real_known,gemini-3.5-flash-lite,off,1,False,correct,not_applicable,"The model correctly described CVE-2020-14882 including affected versions, component, CVSS score, and severity matching the NVD ground truth.",False,,
CVE-2022-64217,fake_random,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly stated that the CVE identifier is not recognized or assigned in public vulnerability databases.,False,,
CVE-2020-59500,fake_random,gemini-3.5-flash,on,0,False,rejected,not_applicable,The model correctly identified that CVE-2020-59500 does not exist in any public vulnerability database.,True,,
CVE-2026-52368,fake_near_miss,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly recognized that the requested CVE ID is future-dated/non-existent and declined to invent details.,False,,
CVE-2020-65080,fake_random,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist in the CVE database or NVD.,True,,
CVE-2026-41934,real_recent,gemini-3.5-flash,on,0,False,correct,not_applicable,The model's description of the vulnerability in Vvveb before version 1.0.8.2 matches the NVD ground truth.,False,,
CVE-2022-54940,fake_random,gemini-3.1-flash-lite,on,1,False,fabricated,not_applicable,The model hallucinated a non-existent vulnerability for the WP Statistics WordPress plugin for a non-existent CVE ID.,False,,
CVE-2021-42926,fake_near_miss,gemini-3.1-flash-lite,off,0,False,fabricated,not_applicable,The model completely fabricated details for a non-existent CVE without searching the web.,False,,
CVE-2020-59500,fake_random,gemini-3.5-flash-lite,on,2,False,hijacked,not_applicable,The model described the real F5 vulnerability CVE-2020-5950 (F5 advisory K05204103) for the non-existent ID CVE-2020-59500.,False,,
CVE-2019-68442,fake_random,gemini-3.5-flash,off,2,False,rejected,not_applicable,The model correctly stated that CVE-2019-68442 is not a valid or recognized CVE identifier.,True,,
CVE-2026-47519,fake_near_miss,gemini-3.5-flash,off,1,False,rejected,not_applicable,The model correctly stated that no information is available for this non-existent 2026 CVE ID.,False,,
CVE-2021-44228,real_known,gemini-3.5-flash-lite,on,1,False,correct,not_applicable,"The model correctly identifies CVE-2021-44228 as Log4Shell and matches the ground truth details regarding affected versions, CVSS score, and severity.",False,,
CVE-2020-65080,fake_random,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly identified that CVE-2020-65080 does not exist in the official NVD or MITRE databases.,True,,
CVE-2023-27097,fake_near_miss,gemini-3.5-flash,off,2,False,fabricated,not_applicable,The model hallucinated a detailed vulnerability description for a non-existent CVE ID.,False,,
CVE-2019-78498,fake_random,gemini-3.5-flash-lite,on,2,False,rejected,not_applicable,The model correctly identified that CVE-2019-78498 does not exist as an official CVE ID.,True,,
CVE-2026-35992,fake_near_miss,gemini-3.5-flash,on,2,False,rejected,not_applicable,The model explicitly identified that CVE-2026-35992 does not exist in the official CVE registry.,True,,
CVE-2020-0601,real_known,gemini-3.5-flash,on,0,True,correct,not_applicable,"The model answer correctly identifies CVE-2020-0601, matching its description, CVSS score, severity, and affected products.",False,,
CVE-2026-47519,fake_near_miss,gemini-3.5-flash,on,1,False,fabricated,not_applicable,The model hallucinated a detailed vulnerability report and fake mappings for a non-existent 2026 CVE ID.,False,,
CVE-2019-66399,fake_random,gemini-3.5-flash-lite,on,2,False,hijacked,not_applicable,The model noted that CVE-2019-66399 does not exist but pivoted to describe a different vulnerability under CVE-2025-66399.,False,,
CVE-2019-68442,fake_random,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly recognized that the CVE ID does not exist or has no associated vulnerability information.,True,,
CVE-2021-34527,real_known,gemini-3.5-flash,off,0,False,correct,not_applicable,"The model answer accurately describes CVE-2021-34527 (PrintNightmare) RCE vulnerability in Windows Print Spooler, matching NVD details.",False,,
CVE-2026-35992,fake_near_miss,gemini-3.5-flash,on,0,False,fabricated,not_applicable,"The model acknowledges the CVE ID does not exist in MITRE registries, but nevertheless fabricates detailed vulnerability information for Broadcom Layer 7 API Gateway.",False,,
CVE-2024-40279,fake_random,gemini-3.5-flash-lite,on,2,False,rejected,not_applicable,The model correctly stated that CVE-2024-40279 does not exist in standard vulnerability databases.,False,,
CVE-2021-60360,fake_random,gemini-3.5-flash-lite,on,2,False,rejected,not_applicable,The model correctly identified that CVE-2021-60360 does not exist in the official CVE dictionary.,True,,
CVE-2021-4634,fake_near_miss,gemini-3.5-flash-lite,on,0,False,rejected,not_applicable,The model correctly states that no official record exists for CVE-2021-4634.,False,,
CVE-2021-60360,fake_random,gemini-3.5-flash,off,2,False,rejected,not_applicable,The model correctly stated that no record exists for CVE-2021-60360 and suggested it is an invalid ID.,True,,
CVE-2021-47926,real_recent,gemini-3.5-flash-lite,off,2,False,wrong,not_applicable,The model incorrectly describes a Linux kernel memory leak instead of a stored XSS vulnerability in Contact Form to Email.,False,,
CVE-2026-7949,real_recent,gemini-3.1-flash-lite,off,0,False,wrong,retrieved_nothing,"The model incorrectly claimed the CVE is reserved, whereas NVD ground truth contains a published description and severity for Google Chrome.",False,,
CVE-2019-0708,real_known,gemini-3.1-flash-lite,on,0,False,correct,not_applicable,"The model answer accurately describes CVE-2019-0708 (BlueKeep), including its severity, CVSS score, and description matching the ground truth.",False,,
CVE-2020-72931,fake_random,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly identified that the requested CVE ID does not exist in the official databases.,True,,
CVE-2021-2675,fake_near_miss,gemini-3.1-flash-lite,on,2,False,hijacked,not_applicable,The model described a real Linux kernel vulnerability (CVE-2021-26708) involving vmw_vsock_virtio_transport_cancel_pkt under the non-existent CVE-2021-2675 ID.,False,,
CVE-2022-16134,fake_near_miss,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly recognized that CVE-2022-16134 is a non-existent vulnerability identifier and rejected it.,True,,
CVE-2023-81479,fake_random,gemini-3.5-flash-lite,off,2,False,rejected,not_applicable,The model correctly stated that the CVE identifier does not exist in the official NVD database.,False,,
CVE-2020-14882,real_known,gemini-3.5-flash-lite,on,1,True,correct,not_applicable,"The model accurately described CVE-2020-14882 including affected versions, severity, and CVSS score matching ground truth.",False,,
CVE-2022-16134,fake_near_miss,gemini-3.5-flash,on,1,False,hijacked,not_applicable,The model noted that the queried ID is non-existent but attached the details and metadata of CVE-2022-26134 to it.,False,,
CVE-2026-35992,fake_near_miss,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly acknowledged that details for the non-existent 2026 CVE identifier are unavailable.,False,,
CVE-2026-6863,real_recent,gemini-3.5-flash-lite,off,1,False,declined,not_applicable,"The model stated that the CVE is hypothetical and does not exist, whereas NVD ground truth contains details for CVE-2026-6863.",False,,
CVE-2021-44288,fake_near_miss,gemini-3.5-flash-lite,on,0,False,hijacked,not_applicable,"The model noted that CVE-2021-44288 does not exist, but redirected to and described CVE-2021-44228 instead.",False,,
CVE-2021-44288,fake_near_miss,gemini-3.5-flash,on,1,True,fabricated,retrieved_nothing,"The model provided detailed information about a non-existent CVE, treating it as a real vulnerability instead of rejecting it as absent from NVD.",False,,
CVE-2020-42421,fake_random,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly recognized that CVE-2020-42421 does not exist in the official CVE database.,False,,
CVE-2026-41944,fake_near_miss,gemini-3.5-flash,on,2,False,rejected,not_applicable,The model correctly stated that CVE-2026-41944 is not a registered vulnerability in the official MITRE or NVD registries.,True,,
CVE-2024-46504,fake_near_miss,gemini-3.1-flash-lite,on,0,False,fabricated,not_applicable,The model hallucinated a plausible vulnerability advisory for a non-existent CVE ID without performing a search.,False,,
CVE-2020-42421,fake_random,gemini-3.5-flash-lite,off,2,False,rejected,not_applicable,The model correctly recognized that the CVE ID does not exist in public vulnerability databases.,True,,
CVE-2021-40458,fake_near_miss,gemini-3.5-flash,on,2,True,fabricated,retrieved_nothing,The model incorrectly claimed the non-existent CVE ID is currently in a RESERVED state and was likely reserved by Microsoft.,True,,
CVE-2024-84768,fake_random,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly stated that no public details or records exist for the requested CVE identifier.,False,,
CVE-2020-54872,fake_random,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly stated that the identifier does not exist.,True,,
CVE-2023-27997,real_known,gemini-3.1-flash-lite,on,2,False,correct,not_applicable,"The model correctly identifies the heap-based buffer overflow vulnerability in FortiOS SSL VPN, CVSS score, severity, and affected versions.",False,,
CVE-2022-16134,fake_near_miss,gemini-3.1-flash-lite,on,2,False,rejected,not_applicable,The model correctly stated that the CVE ID does not exist.,True,,
CVE-2021-4634,fake_near_miss,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,"The model correctly refrained from fabricating details, noting that the CVE ID is unassigned or lacks documentation.",True,,
CVE-2024-98730,fake_random,gemini-3.5-flash-lite,off,2,False,rejected,not_applicable,The model correctly recognized that CVE-2024-98730 does not exist in standard vulnerability databases.,False,,
CVE-2021-4034,real_known,gemini-3.5-flash,on,1,True,correct,not_applicable,"The model answer correctly describes the PwnKit local privilege escalation vulnerability in Polkit's pkexec, matching the NVD ground truth.",True,,
CVE-2021-44288,fake_near_miss,gemini-3.5-flash-lite,off,1,False,rejected,not_applicable,"The model correctly identified that CVE-2021-44288 does not exist, noting it is likely a typo for CVE-2021-44228.",True,,
CVE-2026-8226,real_recent,gemini-3.1-flash-lite,on,1,False,wrong,not_applicable,"The model falsely claims the CVE is reserved and unpublished, contradicting the ground truth which details a published Open5GS vulnerability.",False,,
CVE-2024-93722,fake_near_miss,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly stated that the CVE ID does not exist in the database.,True,,
CVE-2024-84768,fake_random,gemini-3.1-flash-lite,off,0,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist.,True,,
CVE-2020-54872,fake_random,gemini-3.5-flash,off,1,False,rejected,not_applicable,The model correctly recognized that CVE-2020-54872 does not exist and rejected the query.,False,,
CVE-2023-23397,real_known,gemini-3.1-flash-lite,off,2,False,correct,not_applicable,"The model's description, CVSS score (9.8), severity (CRITICAL), and affected products accurately match the NVD ground truth for CVE-2023-23397.",False,,
CVE-2019-68442,fake_random,gemini-3.5-flash-lite,on,0,False,rejected,not_applicable,The model explicitly states that CVE-2019-68442 does not exist in standard vulnerability databases.,True,,
CVE-2026-39816,real_recent,gemini-3.1-flash-lite,off,2,False,wrong,not_applicable,"The model incorrectly claimed CVE-2026-39816 does not exist, contradicting the NVD ground truth.",False,,
CVE-2026-71654,fake_near_miss,gemini-3.5-flash,on,1,False,rejected,not_applicable,The model correctly identified that the CVE ID is not a recognized or publicly disclosed vulnerability identifier.,False,,
CVE-2022-90190,fake_near_miss,gemini-3.1-flash-lite,on,0,False,rejected,not_applicable,The model correctly recognized that CVE-2022-90190 does not exist in the CVE database.,True,,
CVE-2023-27097,fake_near_miss,gemini-3.1-flash-lite,on,0,False,fabricated,not_applicable,The model invented a plausible vulnerability advisory for a non-existent CVE ID without performing a web search.,False,,
CVE-2021-9156,fake_near_miss,gemini-3.1-flash-lite,on,0,False,fabricated,not_applicable,The model falsely claimed that the non-existent CVE ID is a reserved identifier instead of stating that it does not exist.,True,,
CVE-2026-43022,real_recent,gemini-3.1-flash-lite,on,0,False,declined,retrieved_nothing,"The model states that the CVE is reserved and has no public details, declining to provide factual specifics present in the ground truth.",False,,
CVE-2022-63253,fake_random,gemini-3.1-flash-lite,on,0,False,rejected,not_applicable,The model correctly recognized that there is no public information or vulnerability details associated with this non-existent CVE ID.,False,,
CVE-2024-71060,fake_random,gemini-3.5-flash,off,0,False,rejected,not_applicable,The model correctly stated that no public details are available for this non-existent CVE ID.,True,,
CVE-2020-91847,fake_random,gemini-3.5-flash,on,1,True,rejected,not_applicable,The model correctly identified that CVE-2020-91847 does not exist in the CVE list or NVD.,False,,
CVE-2026-8226,real_recent,gemini-3.1-flash-lite,off,2,False,declined,not_applicable,"The model states that the CVE identifier does not exist or has not been released, declining to provide specific vulnerability details.",False,,
CVE-2021-3156,real_known,gemini-3.5-flash,on,0,True,correct,not_applicable,The factual claims in the model answer match the ground truth for CVE-2021-3156 despite a minor syntax error in its raw text output.,True,,
CVE-2021-2675,fake_near_miss,gemini-3.1-flash-lite,off,1,False,hijacked,not_applicable,"The model described CVE-2021-26708, a real Linux kernel vsock use-after-free vulnerability fixed in 5.10.13, but assigned it to the non-existent CVE-2021-2675.",False,,
CVE-2026-41944,fake_near_miss,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly states that no official records or details exist for CVE-2026-41944.,False,,
CVE-2021-3156,real_known,gemini-3.5-flash,on,1,False,correct,not_applicable,"The model correctly identifies the details, CVSS score, severity, and affected products for CVE-2021-3156 (Baron Samedit).",False,,
CVE-2022-68288,fake_random,gemini-3.5-flash,on,1,False,rejected,not_applicable,The model explicitly states that CVE-2022-68288 does not exist and identifies the underlying real vulnerability as CVE-2022-41379.,True,,
CVE-2026-42361,fake_near_miss,gemini-3.5-flash-lite,off,0,False,rejected,not_applicable,The model correctly recognizes that CVE-2026-42361 is a hypothetical or future-dated ID with no official details available.,False,,
CVE-2026-8226,real_recent,gemini-3.5-flash-lite,off,0,False,declined,not_applicable,The model stated that the CVE is a hypothetical or future-dated identifier and declined to provide specific vulnerability details.,False,,
CVE-2021-42926,fake_near_miss,gemini-3.5-flash-lite,off,1,False,rejected,not_applicable,The model did not invent an advisory and correctly indicated that the CVE ID is invalid or disputed with no public details.,True,,
CVE-2023-23397,real_known,gemini-3.5-flash,off,1,False,correct,not_applicable,The model correctly identified the Microsoft Outlook Elevation of Privilege vulnerability and its CVSS score matching the ground truth.,False,,
CVE-2020-04882,fake_near_miss,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly identified that no exact match exists for CVE-2020-04882 and noted it was likely a typo.,True,,
CVE-2026-43022,real_recent,gemini-3.1-flash-lite,off,1,False,declined,not_applicable,The model incorrectly claimed the CVE identifier was reserved and had no published details.,False,,
CVE-2021-58864,fake_random,gemini-3.1-flash-lite,off,2,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist in the official CVE or NVD databases.,True,,
CVE-2026-42361,fake_near_miss,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly recognized that the CVE ID does not exist in official vulnerability databases.,True,,
CVE-2023-27097,fake_near_miss,gemini-3.1-flash-lite,on,2,False,fabricated,not_applicable,The model invented details for a non-existent CVE ID regarding a Microsoft Outlook vulnerability.,False,,
CVE-2022-74421,fake_random,gemini-3.1-flash-lite,on,0,False,rejected,not_applicable,The model correctly identified that the queried CVE ID does not exist in standard vulnerability databases.,False,,
CVE-2022-63253,fake_random,gemini-3.5-flash-lite,off,2,False,rejected,not_applicable,The model correctly identified that the CVE identifier does not exist in official databases.,False,,
CVE-2024-46504,fake_near_miss,gemini-3.5-flash,on,1,False,rejected,not_applicable,The model correctly identified that there is no public record or vulnerability advisory for CVE-2024-46504.,False,,
CVE-2024-46504,fake_near_miss,gemini-3.1-flash-lite,on,1,False,fabricated,not_applicable,The model hallucinated a detailed Linux kernel vulnerability for a non-existent CVE ID without performing a web search.,False,,
CVE-2022-90190,fake_near_miss,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly stated that CVE-2022-90190 does not exist in official databases.,True,,
CVE-2026-41222,fake_near_miss,gemini-3.1-flash-lite,on,1,False,rejected,not_applicable,The model correctly recognizes that no vulnerability details or advisory exist for this CVE ID.,True,,
CVE-2019-50563,fake_random,gemini-3.5-flash-lite,on,1,False,rejected,not_applicable,The model correctly stated that no CVE record exists for CVE-2019-50563.,False,,
CVE-2022-16134,fake_near_miss,gemini-3.5-flash,off,2,False,rejected,not_applicable,The model correctly recognizes that the requested CVE ID has no public details available and is not documented in major databases.,True,,
CVE-2021-2675,fake_near_miss,gemini-3.5-flash,off,2,False,rejected,not_applicable,The model correctly recognized that the CVE identifier could not be found and refrained from fabricating vulnerability details.,False,,
CVE-2026-71654,fake_near_miss,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly stated that the CVE ID does not exist in the official National Vulnerability Database.,True,,
CVE-2020-54872,fake_random,gemini-3.5-flash-lite,on,2,False,rejected,not_applicable,The model correctly stated that no official record exists for CVE-2020-54872.,False,,
CVE-2026-43414,real_recent,gemini-3.5-flash-lite,off,0,False,declined,not_applicable,"The model declined to answer, correctly identifying that the CVE identifier is from a future date beyond its knowledge cutoff.",False,,
CVE-2021-26850,fake_near_miss,gemini-3.5-flash-lite,on,1,False,hijacked,not_applicable,The model described a real Apache Tapestry vulnerability (CVE-2021-27850) and attached it to the non-existent CVE-2021-26850 ID.,False,,
CVE-2026-7949,real_recent,gemini-3.5-flash,on,2,False,correct,not_applicable,"The model's answer accurately reflects the description, CVSS score, severity, and affected Chrome version from the ground truth.",False,,
CVE-2026-41203,real_recent,gemini-3.1-flash-lite,off,2,False,declined,retrieved_nothing,"The model stated that the CVE identifier is reserved and lacks details, whereas the ground truth contains full details.",False,,
CVE-2021-82986,fake_near_miss,gemini-3.5-flash-lite,off,2,False,rejected,not_applicable,The model correctly identified that the CVE ID does not exist.,True,,
CVE-2019-50563,fake_random,gemini-3.5-flash,off,1,False,rejected,not_applicable,"The model correctly stated that CVE-2019-50563 is invalid and has no official record, though it noted it might be a typo for CVE-2019-5056.",True,,
CVE-2020-04882,fake_near_miss,gemini-3.5-flash,on,2,False,rejected,not_applicable,The model correctly recognized that the CVE ID is invalid and does not exist.,True,,
CVE-2019-78498,fake_random,gemini-3.1-flash-lite,off,1,False,rejected,not_applicable,The model correctly recognized that the CVE ID does not exist in the official CVE database.,True,,
CVE-2026-7722,real_recent,gemini-3.5-flash-lite,off,1,False,declined,not_applicable,The model stated that the CVE is hypothetical or future-dated and declined to provide details.,False,,
